ISO code,Country,Variable code,Variable name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
GMB,Gambia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.28521621227264,1.29173839092255,1.29829359054565,1.30488216876984,1.31815922260284,1.33157134056091,1.34511995315552,1.35880637168884,1.37263214588165,1.38935422897339,1.40628004074097,1.42341208457947,1.44075286388397,1.45830476284027,1.47172296047211,1.48526442050934,1.49893069267273,1.51272261142731,1.52664136886597,1.47896468639374,1.432776927948,1.38803148269653,1.4111213684082,1.43459534645081,1.45314717292786,1.47261238098145,1.49304556846619
GRC,Greece,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.67092108726501,2.69021129608154,2.70964097976685,2.72921085357666,2.74976444244385,2.77047252655029,2.79133677482605,2.81235814094543,2.83353781700134,2.85487699508667,2.87637662887573,2.89803862571716,2.9198637008667,2.94185280799866,2.96274542808533,2.98378658294678,3.00497674942017,3.02631759643555,3.04781031608582,3.06945538520813,3.09125423431397,3.11320781707764,3.13531756401062,3.15758395195007,3.18556451797485,3.21412491798401,3.24328017234802
GTM,Guatemala,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.60785043239594,1.62221384048462,1.63670551776886,1.65132653713226,1.64411735534668,1.63693964481354,1.62979328632355,1.62267804145813,1.61559391021729,1.64715230464935,1.67932713031769,1.71139764785767,1.7365345954895,1.76204073429108,1.78243923187256,1.80307400226593,1.82394754886627,1.84506285190582,1.86642253398895,1.8880295753479,1.90988659858704,1.93199682235718,1.9543628692627,1.97698783874512,1.98757970333099,1.99822843074799,2.0405638217926
GUY,Guyana,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.37705087661743,2.39620018005371,2.41550350189209,2.43496227264404,2.45191597938538,2.46898770332336,2.48617839813232,2.50348877906799,2.52091956138611,2.53847193717957,2.55614638328552,2.56937336921692,2.58140420913696,2.59349131584168,2.60548853874207,2.61754107475281,2.62964940071106,2.6418137550354,2.65403413772583,2.66631126403809,2.67864513397217,2.69103598594666,2.70348429679871,2.7159903049469,2.73044109344482,2.7450966835022,2.75996112823486
HKG,"China, Hong Kong SAR",hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.69688725471497,2.69882011413574,2.70075416564941,2.70268964767456,2.77382469177246,2.84683156013489,2.92176032066345,2.99866104125977,3.07758593559265,3.09046745300293,3.10340285301209,3.1163923740387,3.12943625450134,3.1425347328186,3.18828988075256,3.20649719238281,3.22480845451355,3.24322390556335,3.27319478988647,3.28936433792114,3.30561375617981,3.31213593482971,3.31867098808289,3.32740449905396,3.33616089820862,3.34494066238403,3.36037015914917
HND,Honduras,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.84706556797028,1.85870146751404,1.87041056156158,1.88219344615936,1.89981329441071,1.91759788990021,1.9355491399765,1.95366847515106,1.97195732593536,1.99041736125946,2.0090503692627,2.02785754203796,2.04684090614319,2.06600213050842,2.1043074131012,2.14332270622253,2.18306159973145,2.22353744506836,2.26476335525513,2.30675411224365,2.34952306747437,2.39308500289917,2.43745470046997,2.48264694213867,2.51610469818115,2.55060124397278,2.57758903503418
HRV,Croatia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.84233951568604,2.86473393440247,2.88730502128601,2.91005373001099,2.9377019405365,2.96561288833618,2.99378895759583,3.0222327709198,3.05094695091248,3.0858302116394,3.12111258506775,3.15679836273193,3.19289207458496,3.22939848899841,3.25704503059387,3.29645562171936,3.33695793151855,3.37859010696411,3.42139172554016,3.46540403366089,3.51066994667053,3.55723476409912,3.60514545440674,3.65444993972778,3.70520043373108,3.75744962692261,3.81125354766846
HTI,Haiti,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.45752346515656,1.47374522686005,1.4901477098465,1.50673270225525,1.51706457138062,1.52746725082397,1.53794133663178,1.54848718643188,1.55910539627075,1.56979632377625,1.5805606842041,1.59139883518219,1.60231125354767,1.6132984161377,1.63031017780304,1.64750123023987,1.6648736000061,1.68242919445038,1.70016980171204,1.71589124202728,1.72951126098633,1.74072194099426,1.75218117237091,1.7638955116272,1.77587223052979,1.78811812400818,1.80064070224762
HUN,Hungary,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.91364741325378,2.92971849441528,2.94587802886963,2.96212720870972,2.99198865890503,3.02215147018433,3.05261826515198,3.08339214324951,3.11447620391846,3.14587378501892,3.17758798599243,3.20962166786194,3.24197840690613,3.27466106414795,3.29019379615784,3.30580043792725,3.32148098945618,3.33723592758179,3.35306549072266,3.36897015571594,3.3849503993988,3.40100622177124,3.41713857650757,3.43334698677063,3.47287368774414,3.51340484619141,3.55497288703918
IDN,Indonesia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.09417247772217,2.1242368221283,2.15473294258118,2.18566656112671,2.20774579048157,2.23004794120789,2.25257539749146,2.27533054351807,2.29831528663635,2.32153272628784,2.34498429298401,2.3686728477478,2.39260053634644,2.41677021980286,2.40213108062744,2.38758063316345,2.37311816215515,2.35874342918396,2.34445571899414,2.33025455474854,2.31613945960999,2.30210971832275,2.28816509246826,2.27430486679077,2.29713678359985,2.32053375244141,2.34451293945313
IND,India,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.68037557601929,1.71839702129364,1.74994456768036,1.782071352005,1.79678165912628,1.81161344051361,1.82656764984131,1.84164524078369,1.85684728622437,1.87820076942444,1.89979958534241,1.9216468334198,1.94374537467957,1.96609807014465,1.98789155483246,2.00992655754089,2.03220582008362,2.05473208427429,2.07750797271729,2.10053634643555,2.12382006645203,2.14736175537109,2.17116451263428,2.19523119926453,2.2041015625,2.21300768852234,2.28326201438904
IRL,Ireland,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.81754207611084,2.83041858673096,2.84335374832153,2.85634803771973,2.87343239784241,2.89061880111694,2.90790796279907,2.92530059814453,2.94279718399048,2.96039843559265,2.97810506820679,2.99591755867004,3.01383638381958,3.03186273574829,3.04856276512146,3.06535458564758,3.08223915100098,3.09921646118164,3.11628746986389,3.13345241546631,3.15071201324463,3.16806674003601,3.18551683425903,3.20306324958801,3.22471332550049,3.24670171737671,3.26903486251831
IRN,Iran (Islamic Republic of),hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.61166965961456,1.64223754405975,1.67338514328003,1.70512354373932,1.74374103546143,1.78219604492188,1.8214989900589,1.86166882514954,1.90272438526154,1.94468533992767,1.98757183551788,2.0314040184021,2.07620286941528,2.12198948860168,2.16269493103027,2.204181432724,2.24646353721619,2.28955674171448,2.33347654342651,2.37823891639709,2.4238600730896,2.47035622596741,2.51774430274963,2.56405973434448,2.62676119804382,2.69387650489807,2.76579475402832
IRQ,Iraq,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.80117309093475,1.83316993713379,1.86573529243469,1.89887917041779,1.92977476119995,1.96117305755615,1.99308228492737,2.02551054954529,2.05846643447876,2.08105945587158,2.10390043258667,2.12699198722839,2.15033721923828,2.17393851280212,2.18642210960388,2.19897723197937,2.21160459518433,2.22430443763733,2.23707699775696,2.24992322921753,2.26284313201904,2.27583694458008,2.28890585899353,2.30204939842224,2.33107471466064,2.36099410057068,2.39184212684631
ISL,Iceland,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.76570415496826,2.78520464897156,2.80484247207642,2.82461881637573,2.84747433662415,2.87051486968994,2.89374184608459,2.917156457901,2.94076085090637,2.96282052993774,2.98504543304443,3.00743722915649,3.02999687194824,3.05272579193115,3.06807589530945,3.08350300788879,3.09900784492493,3.11459064483643,3.13025188446045,3.145991563797,3.16181087493897,3.17770957946777,3.193687915802,3.20081543922424,3.22724366188049,3.25417709350586,3.28162717819214
ISR,Israel,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",3.26141881942749,3.27905488014221,3.29678606987,3.31461334228516,3.32587480545044,3.3371741771698,3.34851217269897,3.35988879203796,3.37130379676819,3.40424275398254,3.43750333786011,3.47108888626099,3.50500273704529,3.53924798965454,3.56390762329102,3.58624792098999,3.61374354362488,3.64397883415222,3.65411353111267,3.69244050979614,3.7316210269928,3.77167916297913,3.81263899803162,3.85452651977539,3.89736795425415,3.94119048118591,3.98602294921875
ITA,Italy,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.70505213737488,2.72706627845764,2.74925971031189,2.77163362503052,2.79335689544678,2.81525039672852,2.83731555938721,2.85955357551575,2.88196587562561,2.90455389022827,2.92731904983521,2.95026254653931,2.97338581085205,2.99669027328491,3.01423954963684,3.03189158439636,3.04964733123779,3.06750679016113,3.08547067642212,3.10353994369507,3.12171483039856,3.13999652862549,3.15838503837585,3.17688131332397,3.20566248893738,3.23505067825317,3.26506185531616
JAM,Jamaica,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.50786328315735,2.52972459793091,2.55177640914917,2.56942510604858,2.56777834892273,2.56613254547119,2.56448793411255,2.5628445148468,2.56120181083679,2.55935621261597,2.55692028999329,2.5544867515564,2.55205535888672,2.54962635040283,2.55723929405212,2.56327486038208,2.56842541694641,2.57358622550964,2.57875728607178,2.58393883705139,2.58913064002991,2.59433317184448,2.59954595565796,2.60476922988892,2.6257164478302,2.64683246612549,2.64503479003906
JOR,Jordan,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.34077191352844,2.38910508155823,2.43843603134155,2.48878574371338,2.52800011634827,2.56526470184326,2.59240794181824,2.61983871459961,2.64755964279175,2.67355275154114,2.69980120658875,2.72630739212036,2.75307369232178,2.78010272979736,2.79340982437134,2.80678057670593,2.82021546363831,2.83371472358704,2.84727835655212,2.86090707778931,2.87460112571716,2.88836050033569,2.90218591690063,2.91607737541199,2.9029369354248,2.88985562324524,2.87683320045471
JPN,Japan,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",3.29470300674438,3.31172680854797,3.32883858680725,3.34603881835938,3.36086773872376,3.37576270103455,3.39072346687317,3.40575051307678,3.42084431648254,3.43600463867188,3.45123267173767,3.46652793884277,3.48189091682434,3.49732208251953,3.50793290138245,3.51857590675354,3.52925133705139,3.53995895385742,3.55069923400879,3.56147217750549,3.57227778434753,3.58311605453491,3.59398722648621,3.60489130020142,3.62192320823669,3.63912701606751,3.6565043926239
KAZ,Kazakhstan,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.88419008255005,2.93209409713745,2.98079371452332,3.03030228614807,3.08271479606628,3.1360342502594,3.1902756690979,3.24545550346375,3.30158948898315,3.28716969490051,3.27281308174133,3.25851893424988,3.24428749084473,3.23011779785156,3.26728224754334,3.30487442016602,3.34289908409119,3.38136124610901,3.42026591300964,3.43712115287781,3.45405912399292,3.4710807800293,3.45479321479797,3.43867182731628,3.42271423339844,3.40691876411438,3.39128279685974
KEN,Kenya,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.86399912834167,1.88764846324921,1.91159796714783,1.93585121631622,1.95771253108978,1.979820728302,2.00217866897583,2.02478885650635,2.04765462875366,2.07077860832214,2.09416365623474,2.1178126335144,2.14172887802124,2.16591501235962,2.18529486656189,2.20484805107117,2.22457599639893,2.2444806098938,2.26456332206726,2.28482580184937,2.30526947975159,2.32589602470398,2.34670734405518,2.36770462989807,2.475581407547,2.57906222343445,2.60687518119812
KGZ,Kyrgyzstan,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.80607128143311,2.83044910430908,2.85503888130188,2.87984228134155,2.89928483963013,2.91885876655579,2.93856525421143,2.95840430259705,2.9783775806427,3.01325106620789,3.04853272438049,3.08422756195068,3.12034034729004,3.15687608718872,3.17857336997986,3.20041966438293,3.22241616249084,3.24456381797791,3.26686382293701,3.2893168926239,3.31192445755005,3.33468723297119,3.378662109375,3.42394375801086,3.4705810546875,3.51862478256226,3.56812882423401
KHM,Cambodia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.50662446022034,1.51783204078674,1.52912318706512,1.54049813747406,1.55278742313385,1.56517469882965,1.57766079902649,1.59024655818939,1.6029326915741,1.62778294086456,1.65301835536957,1.67864501476288,1.70466911792755,1.72566735744476,1.71317780017853,1.69805002212524,1.68176412582397,1.66563439369202,1.68224096298218,1.74049484729767,1.79374051094055,1.84861493110657,1.90516817569733,1.94617688655853,1.98806822299957,2.02220344543457,2.05799889564514
KOR,Republic of Korea,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",3.08431339263916,3.11985421180725,3.15580463409424,3.1921694278717,3.21872901916504,3.2455096244812,3.27251291275024,3.29974102973938,3.32719564437866,3.35487866401672,3.3827919960022,3.41093754768372,3.43931722640991,3.467933177948,3.49225950241089,3.51675653457642,3.54142546653748,3.56626725196838,3.59128332138062,3.62420678138733,3.65777683258057,3.69200992584229,3.72692227363586,3.76253128051758,3.79885363578796,3.83590793609619,3.87371253967285
KWT,Kuwait,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.0580427646637,2.07404828071594,2.0901780128479,2.10643339157105,2.10222768783569,2.09803032875061,2.0938413143158,2.08966064453125,2.08548831939697,2.09777212142944,2.11012840270996,2.1225574016571,2.13505983352661,2.14763569831848,2.1896767616272,2.23254108428955,2.11419415473938,2.15259790420532,2.19169926643372,2.20387268066406,2.21611380577087,2.22225975990295,2.23645782470703,2.25088357925415,2.26554155349731,2.28043651580811,2.29557299613953
LAO,Lao People's DR,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.64215672016144,1.65704965591431,1.67207765579224,1.68724203109741,1.70189154148102,1.71481537818909,1.72602570056915,1.73730933666229,1.74866676330566,1.76094961166382,1.7733188867569,1.78577494621277,1.79831850528717,1.81095016002655,1.82428538799286,1.83793306350708,1.85190188884735,1.86620151996613,1.88084125518799,1.89583122730255,1.91118156909943,1.92690312862396,1.94300675392151,1.95950412750244,1.97640693187714,1.99372756481171,2.01147890090942
LBR,Liberia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.54396677017212,1.55912935733795,1.57444083690643,1.58990263938904,1.6033787727356,1.61696910858154,1.6306746006012,1.64449632167816,1.65843510627747,1.67244517803192,1.68657350540161,1.70082128047943,1.71370160579681,1.72460198402405,1.7388561964035,1.75322818756104,1.76771891117096,1.78232944011688,1.79706084728241,1.81191384792328,1.8597457408905,1.90884029865265,1.9592307806015,1.976358294487,1.99391508102417,2.01191449165344,2.03036975860596
LKA,Sri Lanka,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.74993896484375,2.78748154640198,2.82553648948669,2.86411094665527,2.87118268013001,2.87827229499817,2.88537931442261,2.8925039768219,2.89964580535889,2.89663290977478,2.8936231136322,2.89061641693115,2.88761258125305,2.88461208343506,2.88435196876526,2.88409209251404,2.88383173942566,2.88357162475586,2.88331174850464,2.88305163383484,2.89582014083862,2.90864515304565,2.90680932998657,2.94188475608826,2.925217628479,2.93261384963989,2.92950534820557
LSO,Lesotho,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.95822322368622,1.97990417480469,2.00182509422302,2.02398872375488,2.07248187065125,2.12213659286499,2.17298126220703,2.2250440120697,2.27835416793823,2.2230269908905,2.16904330253601,2.11637043952942,2.06497693061829,2.01483130455017,2.04721164703369,2.08011221885681,2.11354184150696,2.14750838279724,2.18202114105225,2.21708822250366,2.25271916389465,2.28892254829407,2.22856664657593,2.17202925682068,2.11901545524597,2.06925773620605,2.02251267433167
LTU,Lithuania,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.80787038803101,2.83981800079346,2.87212920188904,2.90480780601501,2.93794012069702,2.9714503288269,3.00534272193909,3.03962182998657,3.07429170608521,3.08921837806702,3.10421705245972,3.11928868293762,3.13443350791931,3.14965200424194,3.17061185836792,3.16870069503784,3.17443776130676,3.21488857269287,3.24605417251587,3.27554607391357,3.29138422012329,3.31195569038391,3.33265566825867,3.35348510742188,3.37148022651672,3.38969135284424,3.40812134742737
LUX,Luxembourg,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.82831573486328,2.84212970733643,2.85601091384888,2.86996030807495,2.89407515525818,2.91839241981506,2.94291424751282,2.96764206886292,2.99257755279541,3.03037667274475,3.06865334510803,3.10741329193115,3.14666295051575,3.18640828132629,3.1901969909668,3.21684408187866,3.2552981376648,3.30008888244629,3.1152720451355,3.15546822547913,3.19689297676086,3.23959302902222,3.28361773490906,3.32901906967163,3.37585067749023,3.42416930198669,3.47403478622437
LVA,Latvia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.76377201080322,2.78565740585327,2.80771565437317,2.82994890213013,2.8562593460083,2.88281440734863,2.90961670875549,2.93666768074036,2.96397042274475,2.97694563865662,2.98997783660889,3.00306701660156,3.01621341705322,3.02941751480103,3.03802037239075,3.05356788635254,3.072678565979,3.08140444755554,3.08315277099609,3.09366273880005,3.11567378044128,3.13784122467041,3.15032386779785,3.16514873504639,3.18013668060303,3.19528985023499,3.21061062812805
MAC,"China, Macao SAR",hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.12227654457092,2.14931893348694,2.17670583724976,2.2044415473938,2.23168230056763,2.25925946235657,2.28717756271362,2.31544065475464,2.34405303001404,2.38987183570862,2.43658638000488,2.48421430587769,2.53277277946472,2.57497334480286,2.60271430015564,2.6253035068512,2.64808869361877,2.67107176780701,2.69425439834595,2.71763801574707,2.75988793373108,2.80390000343323,2.84976553916931,2.89758253097534,2.94745469093323,2.99949288368225,3.05381512641907
MAR,Morocco,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.47543573379517,1.49916255474091,1.52327108383179,1.54776728153229,1.56978118419647,1.59210824966431,1.61475276947021,1.63771951198578,1.66101276874542,1.68110632896423,1.70144295692444,1.71884727478027,1.73449659347534,1.75028824806213,1.76998937129974,1.78991222381592,1.81005918979645,1.83043313026428,1.85103631019592,1.87187135219574,1.89294099807739,1.91424775123596,1.93579435348511,1.95758354663849,1.98165833950043,2.00658464431763,2.03239965438843
MDA,Republic of Moldova,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.71130084991455,2.72784543037415,2.7444908618927,2.76123809814453,2.77845358848572,2.79577612876892,2.81320691108704,2.83074617385864,2.84839510917664,2.89081907272339,2.93387484550476,2.97757148742676,3.02191948890686,3.06692790985107,3.08049821853638,3.10781860351563,3.09412813186646,3.10781860351563,3.10781860351563,3.11304998397827,3.11829018592834,3.12353920936584,3.11960172653198,3.12748169898987,3.13142919540405,3.13340497016907,3.18467235565186
MDG,Madagascar,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.48297894001007,1.50139009952545,1.52002990245819,1.53890109062195,1.54889059066772,1.55894494056702,1.56906449794769,1.57924973964691,1.58950114250183,1.59981906414032,1.61020398139954,1.62065637111664,1.63117647171021,1.64176499843597,1.65068447589874,1.65965235233307,1.66866898536682,1.67773473262787,1.68684959411621,1.69601392745972,1.70522820949554,1.71317684650421,1.7201874256134,1.72722673416138,1.70153772830963,1.71304893493652,1.72287845611572
MDV,Maldives,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.56180322170258,1.54256117343903,1.52355623245239,1.50478541851044,1.50574457645416,1.50670421123505,1.50766456127167,1.50862550735474,1.50958704948425,1.56340634822845,1.61914443969727,1.6768696308136,1.72984063625336,1.77612340450287,1.82051992416382,1.86602604389191,1.91266965866089,1.96047925949097,2.0094838142395,2.05971360206604,2.11119866371155,2.20879173278809,2.31857919692993,2.4425106048584,2.57540678977966,2.68157649040222,2.80042004585266
MEX,Mexico,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.3440899848938,2.36838483810425,2.39293122291565,2.41773200035095,2.43708729743958,2.45659756660461,2.47626376152039,2.49608755111694,2.51607012748718,2.53621244430542,2.55651617050171,2.57141518592834,2.58525681495667,2.59917283058167,2.61836075782776,2.63769030570984,2.6571626663208,2.67677879333496,2.69653964042664,2.71644639968872,2.73650026321411,2.75670194625855,2.7770528793335,2.79755401611328,2.81556797027588,2.83388257026672,2.85250401496887
MLI,Mali,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.13269305229187,1.1366183757782,1.14055728912354,1.14450979232788,1.14905476570129,1.15361785888672,1.15819895267487,1.16279828548431,1.16741585731506,1.17825269699097,1.18919003009796,1.20022904872894,1.21137046813965,1.22261524200439,1.23921501636505,1.25604009628296,1.27309358119965,1.29037868976593,1.30789840221405,1.32565605640411,1.34365475177765,1.36189782619476,1.38038861751556,1.39913046360016,1.42455685138702,1.45184659957886,1.48116552829742
MLT,Malta,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.72867560386658,2.74993228912354,2.77135443687439,2.79294371604919,2.8172721862793,2.84181261062622,2.8665668964386,2.89153647422791,2.91672372817993,2.93307518959045,2.94951844215393,2.96605372428894,2.9826819896698,2.99940323829651,3.03227758407593,3.10122346878052,3.15020155906677,3.1717369556427,3.18907117843628,3.20650005340576,3.26714205741882,3.32893085479736,3.37115406990051,3.41391253471375,3.43715000152588,3.4607367515564,3.48467993736267
MMR,Myanmar,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.46844029426575,1.48402392864227,1.49977314472198,1.51568937301636,1.53401160240173,1.55255532264709,1.5713232755661,1.59031808376312,1.60954236984253,1.63307785987854,1.65695738792419,1.68118607997894,1.70576906204224,1.72537803649902,1.73815476894379,1.75102591514587,1.76399254798889,1.77705514431,1.79021441936493,1.80347120761871,1.8168261051178,1.83027982711792,1.8438333272934,1.85748708248138,1.88372933864594,1.91111409664154,1.9397029876709
MNG,Mongolia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.54999971389771,2.56670713424683,2.58022856712341,2.59382128715515,2.60908365249634,2.62443590164185,2.63987851142883,2.65541195869446,2.67103672027588,2.69511675834656,2.71941375732422,2.74392986297607,2.76866698265076,2.79362726211548,2.81266522407532,2.83183288574219,2.85113143920898,2.87056159973145,2.89012384414673,2.90981936454773,2.92964935302734,2.94961452484131,2.81514573097229,2.68680739402771,2.71055436134338,2.73486876487732,2.75976753234863
MOZ,Mozambique,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.12002146244049,1.12315034866333,1.12628781795502,1.12943410873413,1.13541626930237,1.14143013954163,1.14747595787048,1.15355372428894,1.15966367721558,1.16388356685638,1.16811883449554,1.17236948013306,1.17663550376892,1.18091714382172,1.18610608577728,1.19131779670715,1.19655251502991,1.20181012153625,1.20709085464478,1.21239471435547,1.21772193908691,1.2230726480484,1.22844684123993,1.2338445186615,1.25862336158752,1.28389978408813,1.29142963886261
MRT,Mauritania,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.44562637805939,1.45961892604828,1.4737468957901,1.48801171779633,1.50350916385651,1.51916813850403,1.53499007225037,1.55097687244415,1.56713020801544,1.58472216129303,1.6025116443634,1.62050080299377,1.63869178295136,1.65708708763123,1.67162072658539,1.68628180027008,1.70107138156891,1.70174014568329,1.70240914821625,1.72034013271332,1.73715829849243,1.75454545021057,1.7725248336792,1.79112124443054,1.81036043167114,1.83026969432831,1.85087740421295
MUS,Mauritius,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.2078914642334,2.23285937309265,2.25810956954956,2.28364539146423,2.30223345756531,2.32097268104553,2.33986449241638,2.35891008377075,2.37811064720154,2.39746761322022,2.41698217391968,2.43665528297424,2.45648884773254,2.47648358345032,2.49707937240601,2.51784634590149,2.53878593444824,2.55989956855774,2.57424068450928,2.58863472938538,2.60310959815979,2.61766529083252,2.63230228424072,2.64702105522156,2.66406083106995,2.68140149116516,2.69904971122742
MWI,Malawi,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",1.50863921642303,1.5310435295105,1.5537805557251,1.57685518264771,1.58800005912781,1.5992237329483,1.61052656173706,1.6219094991684,1.63337278366089,1.64491701126099,1.65654289722443,1.66825091838837,1.68004179000855,1.69191586971283,1.73121023178101,1.76699984073639,1.80352938175201,1.84081411361694,1.87886953353882,1.91771185398102,1.95735704898834,1.99782192707062,2.03912305831909,2.0812783241272,2.09947299957275,2.11809349060059,2.13715243339539
MYS,Malaysia,hc,"Human capital index, based on years of schooling and returns to education; see Human capital in PWT9.",2.50913667678833,2.53928780555725,2.56658840179443,2.58731245994568,2.61509108543396,2.64316821098328,2.67154669761658,2.70022964477539,2.72922086715698,2.75938773155212,2.78988838195801,2.82072591781616,2.85190463066101,2.88342761993408,2.90448880195618,2.92570376396179,2.94707369804382,2.96859955787659,2.99028301239014,3.01212477684021,3.03412580490112,3.05628776550293,3.07861137390137,3.10109806060791,3.13224864006043,3.16371178627014,3.20573282241821
